# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e-01
# Aref          : 1.00000000e-03
# CofR          : (2.00000000e-01 2.00000000e-01 5.00000000e-03)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
7.27            	3.34774414e+00	1.67387207e+00	1.67387207e+00	-1.30160515e+00	-7.60492790e-01	-5.41112362e-01	-1.09690214e-01	1.20943634e-16	-3.01059236e-17	-6.39783038e-17	-6.20950756e-17	-1.88322827e-18
7.28            	3.36722771e+00	1.68361386e+00	1.68361386e+00	-1.30880684e+00	-9.60738256e-01	-3.48068581e-01	-3.06334838e-01	1.16775541e-16	-3.49143267e-17	-6.98502802e-17	-6.98394668e-17	-1.08134114e-20
7.29            	3.36623069e+00	1.68311534e+00	1.68311534e+00	-1.27248198e+00	-4.89288972e-01	-7.83193006e-01	1.46952017e-01	1.14692900e-16	-3.99728727e-17	-8.10501932e-17	-8.04979693e-17	-5.52223954e-19
7.3             	3.37447490e+00	1.68723745e+00	1.68723745e+00	-1.19414530e+00	-4.59202675e-01	-7.34942620e-01	1.37869972e-01	1.14257489e-16	-4.34932717e-17	-9.69704319e-17	-9.19784876e-17	-4.99194432e-18
7.31            	3.26535755e+00	1.63267878e+00	1.63267878e+00	-1.17609861e+00	-2.85606394e-01	-8.90492216e-01	3.02442911e-01	1.08611332e-16	-3.53457656e-17	-7.79303110e-17	-7.43109211e-17	-3.61938986e-18
7.32            	3.27122817e+00	1.63561408e+00	1.63561408e+00	-1.04583821e+00	-4.61651121e-01	-5.84187085e-01	6.12679818e-02	1.10928915e-16	-3.71076781e-17	-9.92771571e-17	-8.67462566e-17	-1.25309004e-17
7.33            	3.26491189e+00	1.63245595e+00	1.63245595e+00	-8.85989863e-01	-2.84891200e-01	-6.01098663e-01	1.58103731e-01	1.14935503e-16	-3.84822443e-17	-1.23540114e-16	-1.00252301e-16	-2.32878130e-17
7.34            	3.26503358e+00	1.63251679e+00	1.63251679e+00	-7.02811160e-01	-4.29333439e-01	-2.73477721e-01	-7.79278589e-02	1.20027713e-16	-3.85022838e-17	-1.49597985e-16	-1.13301276e-16	-3.62967085e-17
7.35            	3.25890839e+00	1.62945419e+00	1.62945419e+00	-5.03292905e-01	-4.36769451e-01	-6.65234543e-02	-1.85122998e-01	1.26214227e-16	-3.77525883e-17	-1.76339156e-16	-1.25922166e-16	-5.04169897e-17
7.36            	3.23504322e+00	1.61752161e+00	1.61752161e+00	-2.94888226e-01	1.20956853e-01	-4.15845079e-01	2.68400966e-01	1.33425877e-16	-3.68679018e-17	-2.02712241e-16	-1.38224022e-16	-6.44882185e-17
7.37            	3.22822360e+00	1.61411180e+00	1.61411180e+00	-8.54052341e-02	2.88953043e-02	-1.14300538e-01	7.15979213e-02	1.40553544e-16	-3.44374372e-17	-2.27740950e-16	-1.48307912e-16	-7.94330379e-17
7.38            	3.21834407e+00	1.60917203e+00	1.60917203e+00	1.17577009e-01	4.39917593e-02	7.35852493e-02	-1.47967450e-02	1.47669504e-16	-3.16677416e-17	-2.50600084e-16	-1.56967784e-16	-9.36323005e-17
7.39            	3.20785788e+00	1.60392894e+00	1.60392894e+00	3.06675623e-01	1.19642385e-01	1.87033238e-01	-3.36954264e-02	1.54368667e-16	-2.87597055e-17	-2.70584389e-16	-1.64051900e-16	-1.06532489e-16
7.4             	3.20550168e+00	1.60275084e+00	1.60275084e+00	4.74958823e-01	-2.01500692e-02	4.95108892e-01	-2.57629481e-01	1.60144586e-16	-2.56182424e-17	-2.87115907e-16	-1.69176196e-16	-1.17939711e-16
7.41            	3.27784337e+00	1.63892169e+00	1.63892169e+00	8.64164202e-01	3.94112696e-01	4.70051506e-01	-3.79694049e-02	1.83635818e-16	-2.73049919e-17	-3.52136469e-16	-2.03373226e-16	-1.48763242e-16
7.42            	3.27907064e+00	1.63953532e+00	1.63953532e+00	9.90007967e-01	5.29650430e-01	4.60357537e-01	3.46464466e-02	1.87893325e-16	-2.63456748e-17	-3.65228825e-16	-2.08960087e-16	-1.56268738e-16
7.43            	3.29016958e+00	1.64508479e+00	1.64508479e+00	1.07713973e+00	3.86808821e-01	6.90330905e-01	-1.51761042e-01	1.90573320e-16	-2.53375268e-17	-3.73489440e-16	-2.12082247e-16	-1.61407193e-16
7.44            	3.30042266e+00	1.65021133e+00	1.65021133e+00	1.12321148e+00	3.12930919e-01	8.10280562e-01	-2.48674821e-01	1.92011021e-16	-2.45710686e-17	-3.76682898e-16	-2.12912517e-16	-1.63770380e-16
7.45            	3.30110800e+00	1.65055400e+00	1.65055400e+00	1.12764371e+00	5.76331813e-01	5.51311894e-01	1.25099595e-02	1.92579550e-16	-2.42027213e-17	-3.74748606e-16	-2.11577024e-16	-1.63171582e-16
7.46            	3.30521464e+00	1.65260732e+00	1.65260732e+00	1.09151993e+00	6.67711731e-01	4.23808196e-01	1.21951768e-01	1.92231011e-16	-2.33825258e-17	-3.67798544e-16	-2.07281798e-16	-1.60516746e-16
7.47            	3.30501831e+00	1.65250915e+00	1.65250915e+00	1.01749656e+00	8.22981335e-01	1.94515229e-01	3.14233053e-01	1.91372228e-16	-2.22652948e-17	-3.56129295e-16	-2.00329942e-16	-1.55799353e-16
7.48            	3.30106700e+00	1.65053350e+00	1.65053350e+00	9.09482631e-01	9.93518250e-01	-8.40356190e-02	5.38776934e-01	1.90195040e-16	-2.07135901e-17	-3.40207785e-16	-1.90817482e-16	-1.49390302e-16
7.49            	3.30212104e+00	1.65106052e+00	1.65106052e+00	7.72400130e-01	8.52232114e-01	-7.98319840e-02	4.66032049e-01	1.88644119e-16	-1.83291107e-17	-3.20662087e-16	-1.78660154e-16	-1.42001933e-16
7.5             	3.29933644e+00	1.64966822e+00	1.64966822e+00	6.11807045e-01	7.19967417e-01	-1.08160372e-01	4.14063895e-01	1.86951714e-16	-1.56616424e-17	-2.98249183e-16	-1.64786234e-16	-1.33462949e-16
7.51            	3.34662053e+00	1.67331027e+00	1.67331027e+00	6.89317347e-02	2.14491714e-01	-1.45559980e-01	1.80025847e-01	1.53972628e-16	-2.40786840e-17	-2.15145809e-16	-1.31651588e-16	-8.34942205e-17
7.52            	3.33645997e+00	1.66822999e+00	1.66822999e+00	-1.44613060e-01	2.35598547e-01	-3.80211607e-01	3.07905077e-01	1.50518972e-16	-2.09020079e-17	-1.84449466e-16	-1.13126741e-16	-7.13227251e-17
7.53            	3.33066301e+00	1.66533151e+00	1.66533151e+00	-3.53395971e-01	4.74872874e-02	-4.00883259e-01	2.24185273e-01	1.47715444e-16	-1.72494896e-17	-1.55167060e-16	-9.48330197e-17	-6.03340405e-17
7.54            	3.32246581e+00	1.66123291e+00	1.66123291e+00	-5.48901855e-01	-2.05273152e-02	-5.28374540e-01	2.53923612e-01	1.45785091e-16	-1.40242329e-17	-1.29010028e-16	-7.85292469e-17	-5.04807811e-17
7.55            	3.30983884e+00	1.65491942e+00	1.65491942e+00	-7.23032883e-01	1.75105180e-01	-8.98138063e-01	5.36621621e-01	1.44750857e-16	-1.18980705e-17	-1.07558405e-16	-6.56772730e-17	-4.18811321e-17
7.56            	3.31963443e+00	1.65981721e+00	1.65981721e+00	-8.68860196e-01	-2.71380862e-01	-5.97479335e-01	1.63049236e-01	1.43937559e-16	-1.01308409e-17	-9.21001163e-17	-5.61808991e-17	-3.59192172e-17
7.57            	3.32263176e+00	1.66131588e+00	1.66131588e+00	-9.80762435e-01	-2.71993425e-01	-7.08769011e-01	2.18387793e-01	1.43854452e-16	-1.04474959e-17	-8.35296993e-17	-5.22123456e-17	-3.13173538e-17
7.58            	3.31789900e+00	1.65894950e+00	1.65894950e+00	-1.05443314e+00	2.49435570e-01	-1.30386871e+00	7.76652137e-01	1.44457794e-16	-1.31019989e-17	-8.23696414e-17	-5.42868196e-17	-2.80828218e-17
7.59            	3.33541360e+00	1.66770680e+00	1.66770680e+00	-1.08731235e+00	1.87281807e-01	-1.27459415e+00	7.30937981e-01	1.44975020e-16	-1.66005275e-17	-8.85412250e-17	-6.08711400e-17	-2.76700850e-17
7.6             	3.36550810e+00	1.68275405e+00	1.68275405e+00	-1.07799580e+00	-1.66709806e-01	-9.11285995e-01	3.72288095e-01	1.45575138e-16	-2.10493084e-17	-1.01572779e-16	-7.18356982e-17	-2.97370813e-17
7.61            	3.31112022e+00	1.65556011e+00	1.65556011e+00	-1.06789962e+00	-1.11632603e-01	-9.56267015e-01	4.22317206e-01	1.36406860e-16	-2.60034612e-17	-1.00953855e-16	-7.64803888e-17	-2.44734664e-17
7.62            	3.31922175e+00	1.65961087e+00	1.65961087e+00	-1.00833971e+00	-5.05530918e-02	-9.57786614e-01	4.53616761e-01	1.36007131e-16	-2.99032657e-17	-1.15113687e-16	-8.74601093e-17	-2.76535780e-17
7.63            	3.33284788e+00	1.66642394e+00	1.66642394e+00	-9.11892171e-01	-1.45901236e-01	-7.65990935e-01	3.10044850e-01	1.36477573e-16	-3.35276098e-17	-1.33907754e-16	-1.00481487e-16	-3.34262670e-17
7.64            	3.33889721e+00	1.66944861e+00	1.66944861e+00	-7.81658765e-01	2.74353952e-02	-8.09094160e-01	4.18264778e-01	1.38238442e-16	-3.71204957e-17	-1.56609144e-16	-1.15425068e-16	-4.11840765e-17
7.65            	3.35132269e+00	1.67566135e+00	1.67566135e+00	-6.21757121e-01	-7.18262728e-02	-5.49930848e-01	2.39052288e-01	1.41075221e-16	-3.96975730e-17	-1.82357020e-16	-1.30876083e-16	-5.14809368e-17
7.66            	3.35375642e+00	1.67687821e+00	1.67687821e+00	-4.37240165e-01	1.06395905e-01	-5.43636070e-01	3.25015988e-01	1.45350435e-16	-4.17449831e-17	-2.10191235e-16	-1.46840600e-16	-6.33506342e-17
7.67            	3.36036962e+00	1.68018481e+00	1.68018481e+00	-2.34054541e-01	3.13027988e-02	-2.65357340e-01	1.48330069e-01	1.50674655e-16	-4.24310981e-17	-2.39087558e-16	-1.61974877e-16	-7.71126810e-17
7.68            	3.35988716e+00	1.67994358e+00	1.67994358e+00	-1.87969682e-02	9.69309467e-02	-1.15727915e-01	1.06329431e-01	1.57114490e-16	-4.22218944e-17	-2.68021803e-16	-1.76232796e-16	-9.17890073e-17
7.69            	3.34156131e+00	1.67078065e+00	1.67078065e+00	2.01351406e-01	6.93800115e-01	-4.92448709e-01	5.93124412e-01	1.64627746e-16	-4.16889449e-17	-2.95997085e-16	-1.89687487e-16	-1.06309598e-16
7.7             	3.34527563e+00	1.67263782e+00	1.67263782e+00	4.18787391e-01	4.18884781e-01	-9.73899331e-05	2.09491086e-01	1.72005365e-16	-3.91849949e-17	-3.22087381e-16	-2.00228685e-16	-1.21858695e-16
7.71            	3.28958779e+00	1.64479390e+00	1.64479390e+00	3.98324066e-01	-1.34503085e-01	5.32827151e-01	-3.33665118e-01	1.63041629e-16	-3.36853067e-17	-3.00540631e-16	-1.83955622e-16	-1.16585009e-16
7.72            	3.27527181e+00	1.63763590e+00	1.63763590e+00	5.80295905e-01	1.62945056e-01	4.17350849e-01	-1.27202896e-01	1.69500256e-16	-3.13257864e-17	-3.19592952e-16	-1.91122263e-16	-1.28470690e-16
7.73            	3.25910113e+00	1.62955057e+00	1.62955057e+00	7.40886680e-01	6.01036194e-01	1.39850486e-01	2.30592854e-01	1.75256300e-16	-2.92982540e-17	-3.35446629e-16	-1.97021568e-16	-1.38425060e-16
7.74            	3.27213321e+00	1.63606661e+00	1.63606661e+00	8.73915560e-01	8.96098901e-02	7.84305670e-01	-3.47347890e-01	1.79393883e-16	-2.63472386e-17	-3.47595293e-16	-2.00144885e-16	-1.47450408e-16
7.75            	3.27213947e+00	1.63606974e+00	1.63606974e+00	9.74372245e-01	1.44435763e-01	8.29936482e-01	-3.42750360e-01	1.82679967e-16	-2.45154476e-17	-3.55661757e-16	-2.02346326e-16	-1.53315431e-16
7.76            	3.27289037e+00	1.63644518e+00	1.63644518e+00	1.03859432e+00	2.61490316e-01	7.77104000e-01	-2.57806842e-01	1.84776037e-16	-2.31480458e-17	-3.59394189e-16	-2.02845140e-16	-1.56549049e-16
7.77            	3.27079681e+00	1.63539840e+00	1.63539840e+00	1.06447197e+00	5.42797195e-01	5.21674773e-01	1.05612110e-02	1.85822766e-16	-2.23005914e-17	-3.58684503e-16	-2.01642843e-16	-1.57041660e-16
7.78            	3.28031165e+00	1.64015582e+00	1.64015582e+00	1.05148657e+00	4.33470613e-01	6.18015955e-01	-9.22726708e-02	1.85651438e-16	-2.11244478e-17	-3.53561561e-16	-1.97905228e-16	-1.55656333e-16
7.79            	3.27227079e+00	1.63613539e+00	1.63613539e+00	1.00068640e+00	9.32059359e-01	6.86270445e-02	4.31716157e-01	1.85085710e-16	-2.07549932e-17	-3.44187826e-16	-1.92848906e-16	-1.51338920e-16
7.8             	3.28892865e+00	1.64446432e+00	1.64446432e+00	9.14550897e-01	4.83391324e-01	4.31159573e-01	2.61158758e-02	1.83424862e-16	-1.90272671e-17	-3.30855479e-16	-1.84455006e-16	-1.46400472e-16
7.81            	3.28181004e+00	1.64090502e+00	1.64090502e+00	7.96781049e-01	7.84351175e-01	1.24298741e-02	3.85960650e-01	1.81907514e-16	-1.80229034e-17	-3.13972956e-16	-1.75009381e-16	-1.38963575e-16
7.82            	3.28436586e+00	1.64218293e+00	1.64218293e+00	6.52074101e-01	6.13940209e-01	3.81338915e-02	2.87903159e-01	1.79955597e-16	-1.61121574e-17	-2.94068325e-16	-1.63146320e-16	-1.30922005e-16
7.83            	3.27975404e+00	1.63987702e+00	1.63987702e+00	4.85846246e-01	5.65667158e-01	-7.98209125e-02	3.22744035e-01	1.78010633e-16	-1.40938011e-17	-2.71775669e-16	-1.49981636e-16	-1.21794034e-16
7.84            	3.26467212e+00	1.63233606e+00	1.63233606e+00	3.03932488e-01	7.66409112e-01	-4.62476624e-01	6.14442868e-01	1.76144515e-16	-1.22525978e-17	-2.47824654e-16	-1.36164925e-16	-1.11659729e-16
7.85            	3.25796316e+00	1.62898158e+00	1.62898158e+00	1.12423591e-01	5.67341758e-01	-4.54918167e-01	5.11129962e-01	1.73883240e-16	-9.94583721e-18	-2.23027755e-16	-1.21459715e-16	-1.01568040e-16
7.86            	3.24981199e+00	1.62490599e+00	1.62490599e+00	-8.25821498e-02	3.59327765e-01	-4.41909915e-01	4.00618840e-01	1.71320241e-16	-7.93266447e-18	-1.98243615e-16	-1.07054472e-16	-9.11891432e-17
7.87            	3.22976297e+00	1.61488149e+00	1.61488149e+00	-2.75071027e-01	5.65403081e-01	-8.40474108e-01	7.02938594e-01	1.68539336e-16	-7.03492296e-18	-1.74345260e-16	-9.42075530e-17	-8.01377071e-17
7.88            	3.21877403e+00	1.60938702e+00	1.60938702e+00	-4.59245105e-01	4.89840061e-01	-9.49085165e-01	7.19462613e-01	1.64963521e-16	-6.60112899e-18	-1.52171163e-16	-8.26867107e-17	-6.94844527e-17
7.89            	3.21892032e+00	1.60946016e+00	1.60946016e+00	-6.29584802e-01	1.09310377e-01	-7.38895178e-01	4.24102778e-01	1.60478523e-16	-6.78500347e-18	-1.32489940e-16	-7.30299736e-17	-5.94599667e-17
7.9             	3.21497818e+00	1.60748909e+00	1.60748909e+00	-7.80975226e-01	9.79712953e-03	-7.90772356e-01	4.00284743e-01	1.55428779e-16	-8.43056366e-18	-1.15959430e-16	-6.64102787e-17	-4.95491513e-17
7.91            	3.18784063e+00	1.59392032e+00	1.59392032e+00	-9.83089780e-01	-3.11008233e-03	-9.79979697e-01	4.88434807e-01	1.31814135e-16	-1.17757307e-17	-7.27068198e-17	-4.81291406e-17	-2.45776792e-17
7.92            	3.18846362e+00	1.59423181e+00	1.59423181e+00	-1.07933472e+00	-1.47879590e-01	-9.31455132e-01	3.91787771e-01	1.28765870e-16	-1.23922045e-17	-6.30697108e-17	-4.39270599e-17	-1.91426509e-17
7.93            	3.19918136e+00	1.59959068e+00	1.59959068e+00	-1.13489853e+00	-5.26480713e-01	-6.08417814e-01	4.09685503e-02	1.26564112e-16	-1.33449547e-17	-5.99794192e-17	-4.33346643e-17	-1.66447550e-17
7.94            	3.19152462e+00	1.59576231e+00	1.59576231e+00	-1.14668073e+00	-1.23392973e-01	-1.02328776e+00	4.49947391e-01	1.26010142e-16	-1.59026247e-17	-6.38700415e-17	-4.78376455e-17	-1.60323960e-17
7.95            	3.19443449e+00	1.59721725e+00	1.59721725e+00	-1.11325424e+00	9.02178707e-03	-1.12227603e+00	5.65648909e-01	1.26633645e-16	-1.85759827e-17	-7.48246049e-17	-5.59882851e-17	-1.88363198e-17
7.96            	3.20758360e+00	1.60379180e+00	1.60379180e+00	-1.03453190e+00	-1.44798048e-01	-8.89733848e-01	3.72467900e-01	1.28569955e-16	-2.11513493e-17	-9.26283574e-17	-6.74655280e-17	-2.51628294e-17
7.97            	3.22143122e+00	1.61071561e+00	1.61071561e+00	-9.11873095e-01	-2.77025540e-01	-6.34847555e-01	1.78911008e-01	1.32109669e-16	-2.37863210e-17	-1.16768470e-16	-8.21705561e-17	-3.45979141e-17
7.98            	3.23015308e+00	1.61507654e+00	1.61507654e+00	-7.48067417e-01	-2.15463547e-01	-5.32603870e-01	1.58570161e-01	1.37406085e-16	-2.64410676e-17	-1.46465847e-16	-9.96739910e-17	-4.67918558e-17
7.99            	3.23243160e+00	1.61621580e+00	1.61621580e+00	-5.47415862e-01	5.21371223e-02	-5.99552984e-01	3.25845053e-01	1.44440016e-16	-2.88752377e-17	-1.80700557e-16	-1.19225516e-16	-6.14750408e-17
8               	3.23240256e+00	1.61620128e+00	1.61620128e+00	-3.15421964e-01	3.47172084e-01	-6.62594048e-01	5.04883066e-01	1.53003675e-16	-3.06332371e-17	-2.18299644e-16	-1.39783059e-16	-7.85165849e-17
